Protein,Initial_RMSD_loss,Initial_Steric_loss,Initial_Angle_Dev_loss,Final_RMSD_loss,Final_Steric_loss,Final_Angle_Dev_loss
Tca07g01986.t1,0.163,8.4,0,0.142,0.018,0.002
Tca07g01987.t1,0.17,15.816,0,0.145,0.025,0.005
Tca07g02014.t1,0.146,1.11,0,0.118,0.093,0.003
Tca07g02015.t1,0.123,4.242,0,0.099,0.001,0.001
Tca07g02016.t1,0.2,1.696,0,0.159,0.005,0.009
Tca07g02017.t1,0.212,3.12,0,0.178,0.077,0.006
Tca07g02018.t1,0.144,3.514,0,0.109,0.001,0.002
Tca07g02019.t1,0.228,9.33,0,0.18,0.052,0.008
Tca07g02020.t1,0.145,4.038,0,0.12,0.105,0.003
Tca07g02021.t1,0.153,2.9,0,0.119,0.006,0.002
Tca07g02022.t1,0.142,3.647,0,0.116,0.052,0.002
Tca07g02023.t1,0.178,9.631,0,0.161,0.171,0.005
Tca07g02024.t1,0.161,2.333,0,0.122,0.008,0.004
Tca07g02025.t1,0.152,1.373,0,0.119,0.003,0.004
Tca07g02027.t1,0.146,2.678,0,0.114,0.053,0.002
Tca07g02028.t1,0.18,3.889,0,0.149,0.029,0.003
Tca07g02029.t1,0.17,10.176,0,0.148,0.264,0.003
Tca07g02030.t1,0.161,4.517,0,0.137,0.029,0.002
Tca07g02031.t1,0.204,3.518,0,0.153,0.001,0.007
Tca07g02032.t1,0.159,2.205,0,0.13,0.003,0.006
Tca07g02033.t1,0.26,3.148,0,0.19,0.035,0.009
Tca07g02034.t1,0.229,2.266,0,0.168,0.057,0.006
Tca07g02035.t1,0.213,2.417,0,0.165,0.069,0.006
Tca07g02036.t1,0.245,4.795,0,0.183,0.388,0.007
Tca07g02036.t2,0.245,4.923,0,0.186,0.427,0.006
Tca07g02037.t1,0.203,2.303,0,0.154,0.034,0.01
Tca07g02039.t1,0.239,3.217,0,0.181,0.002,0.009
Tca07g02040.t1,0.203,4.02,0,0.159,0.003,0.007
Tca07g02041.t1,0.224,5.231,0,0.176,0.013,0.011
Tca07g02042.t1,0.183,4.564,0,0.145,0.012,0.004
Tca07g02043.t1,0.201,1.646,0,0.155,0.033,0.004
Tca07g02044.t1,0.204,5.22,0,0.161,0.005,0.005
Tca07g02045.t1,0.236,2.121,0,0.161,0.01,0.007
Tca07g02046.t1,0.241,3.159,0,0.183,0.027,0.008
Tca07g02047.t1,0.246,3.103,0,0.174,0.017,0.009
Tca07g02048.t1,0.171,4.834,0,0.13,0.318,0.002
Tca07g02049.t1,0.152,26.458,0,0.136,0.024,0.002
Tca07g02050.t1,0.147,13.02,0,0.135,0.015,0.002
Tca07g02001.t1,0.155,5.811,0,0.135,0.077,0.003
Tca07g02013.t1,0.17,21.826,0,0.143,0.017,0.003
Tca07g02026.t1,0.297,31.274,0,0.253,1.931,0.006
Tca07g02038.t1,0.241,0.991,0,0.167,0.004,0.009
Tca07g02057.t1,0.142,2.675,0,0.113,0.035,0.003
Tca07g02071.t1,0.16,11.881,0,0.137,0.185,0.003
Tca08g00404.t1,0.166,4.357,0,0.126,0.003,0.003
Tca08g00405.t1,0.151,3.493,0,0.144,0.104,0.004
Tca08g00406.t1,0.18,2.239,0,0.148,0.004,0.005
Tca08g00407.t1,0.173,7.383,0,0.138,0.01,0.002
Tca08g00408.t1,0.172,3.218,0,0.141,0.002,0.006
Tca08g00409.t1,0.252,1.233,0,0.168,0,0.012
Tca08g00382.t1,0.161,12.996,0,0.142,0.085,0.005
Tca08g00383.t1,0.175,5.131,0,0.142,0.081,0.006
Tca08g00384.t1,0.173,11.899,0,0.146,0.006,0.002
Tca08g00385.t1,0.255,3.779,0,0.197,0.255,0.008
Tca08g00386.t1,0.167,4.762,0,0.135,0.017,0.003
Tca08g00387.t1,0.173,9.965,0,0.15,0.072,0.003
Tca08g00388.t1,0.176,13.165,0,0.154,0.059,0.003
Tca08g00389.t1,0.237,4.095,0,0.183,0.169,0.012
Tca08g00390.t1,0.189,8.041,0,0.156,0.037,0.003
Tca08g00391.t1,0.143,1.505,0,0.106,0.002,0.003
Tca08g00392.t1,0.13,0.669,0,0.097,0.001,0.002
Tca08g00393.t1,0.134,0.115,0,0.095,0,0.003
Tca08g00395.t1,0.153,12.809,0,0.145,0.11,0.003
Tca08g00396.t1,0.177,8.494,0,0.153,0.018,0.007
Tca08g00397.t1,0.148,6.839,0,0.126,0.027,0.002
Tca08g00398.t1,0.133,6.876,0,0.112,0.007,0.001
Tca08g00399.t1,0.141,6.315,0,0.122,0.043,0.001
Tca08g00400.t1,0.134,5.01,0,0.11,0.102,0.001
Tca08g00401.t1,0.133,1.805,0,0.107,0.002,0.002
Tca08g00402.t1,0.135,6.272,0,0.112,0.043,0.002
Tca08g00403.t1,0.133,6.791,0,0.111,0.069,0.002
Tca08g01358.t1,0.205,2.275,0,0.142,0.001,0.007
Tca08g01359.t1,0.324,14.511,0,0.241,0.338,0.008
Tca08g01360.t1,0.237,1.357,0,0.197,0.019,0.007
Tca08g01361.t1,0.218,6.467,0,0.175,0.105,0.005
Tca08g01362.t1,0.196,1.716,0,0.156,0.066,0.005
Tca08g01363.t1,0.274,7.135,0,0.192,0.018,0.012
Tca08g00410.t1,0.135,7.315,0,0.114,0.176,0.001
Tca08g00421.t1,0.167,5.211,0,0.136,0.501,0.002
Tca08g00434.t1,0.147,21.636,0,0.135,0.149,0.002
Tca08g00456.t1,0.157,23.303,0,0.144,0.53,0.004
Tca08g00469.t1,0.15,0.686,0,0.117,0.002,0.004
Tca08g00484.t1,0.169,0.899,0,0.12,0.012,0.005
Tca08g00497.t1,0.213,8.934,0,0.17,0.074,0.003
Tca08g00508.t1,0.157,4.291,0,0.121,0.002,0.002
Tca08g01364.t1,0.15,0.443,0,0.119,0.005,0.004
Tca08g01365.t1,0.195,15.125,0,0.174,0.613,0.003
Tca08g01366.t1,0.158,8.728,0,0.132,0.206,0.002
Tca08g01367.t1,0.15,4.804,0,0.119,0.001,0.003
Tca08g01368.t1,0.159,5.016,0,0.135,0.02,0.003
Tca08g01368.t2,0.19,13.88,0,0.159,0.964,0.008
Tca08g01903.t1,0.176,7.694,0,0.14,0.278,0.002
Tca08g01904.t1,0.289,15.766,0,0.227,0.479,0.004
Tca08g01905.t1,0.151,2.915,0,0.128,0.146,0.002
Tca08g01905.t2,0.164,2.62,0,0.133,0.106,0.002
Tca08g01906.t1,0.347,50.566,0,0.282,1.929,0.01
Tca08g01774.t1,0.143,2.615,0,0.113,0.007,0.002
Tca08g01775.t1,0.228,1.145,0,0.158,0.001,0.008
Tca08g01776.t1,0.201,1.259,0,0.138,0.001,0.008
Tca08g01777.t1,0.21,1.02,0,0.152,0.004,0.01
Tca08g01778.t1,0.239,3.721,0,0.168,0.108,0.009
Tca08g01779.t1,0.186,0.562,0,0.119,0,0.005
Tca08g01780.t1,0.195,2.153,0,0.138,0.295,0.005
Tca08g01781.t1,0.209,0.913,0,0.137,0,0.006
Tca08g01782.t1,0.224,9.761,0,0.169,0.002,0.007
Tca08g01783.t1,0.178,0.58,0,0.135,0.001,0.006
Tca08g01784.t1,0.219,0.642,0,0.154,0.019,0.009
Tca08g01785.t1,0.174,9.133,0,0.145,0.003,0.002
Tca08g00921.t1,0.156,1.08,0,0.116,0.001,0.004
Tca08g00922.t1,0.197,4.459,0,0.151,0.01,0.007
Tca08g00923.t1,0.199,3.751,0,0.15,0.002,0.005
Tca08g00924.t1,0.157,5.628,0,0.142,0.087,0.004
Tca08g00925.t1,0.281,6.704,0,0.238,0.485,0.017
Tca08g00926.t1,0.212,1.647,0,0.149,0.033,0.006
Tca08g00928.t1,0.2,3.721,0,0.15,0.003,0.006
Tca08g00929.t1,0.151,3.314,0,0.12,0.028,0.003
Tca08g00930.t1,0.121,0.663,0,0.089,0.001,0.003
Tca08g00931.t1,0.167,4.103,0,0.137,0.295,0.002
Tca08g00932.t1,0.156,5.441,0,0.128,0.007,0.002
Tca08g00933.t1,0.167,3.928,0,0.135,0.078,0.002
Tca08g00934.t1,0.193,1.579,0,0.135,0.001,0.006
Tca08g00935.t1,0.224,3.38,0,0.163,0.008,0.007
Tca08g00936.t1,0.146,3.661,0,0.128,0.002,0.003
Tca08g00937.t1,0.172,30.401,0,0.163,0.651,0.004
Tca08g00938.t1,0.16,11.445,0,0.136,0.436,0.002
Tca08g00939.t1,0.216,1.454,0,0.16,0.073,0.007
Tca08g00940.t1,0.186,10.153,0,0.148,0.003,0.003
Tca08g00942.t1,0.194,50.888,0,0.181,3.875,0.004
Tca08g00943.t1,0.217,6.999,0,0.186,0.009,0.007
Tca08g00944.t1,0.187,1.892,0,0.134,0.006,0.006
Tca08g00945.t1,0.16,4.747,0,0.129,0.444,0.001
Tca08g00946.t1,0.178,1.316,0,0.131,0.008,0.005
Tca08g00947.t1,0.156,10.119,0,0.14,0.235,0.004
Tca08g00948.t1,0.156,2.482,0,0.137,0.006,0.005
Tca08g00949.t1,0.234,7.121,0,0.183,0.115,0.004
Tca08g00950.t1,0.157,22.18,0,0.141,1.955,0.006
Tca08g00950.t2,0.147,19.861,0,0.132,0.586,0.003
Tca08g00951.t1,0.145,6.882,0,0.125,0.079,0.003
Tca08g00952.t1,0.145,6.929,0,0.129,0.244,0.002
Tca08g00410.t2,0.135,5.812,0,0.113,0.044,0.001
Tca08g00410.t3,0.134,7.671,0,0.115,0.041,0.001
Tca08g00411.t1,0.131,7.344,0,0.107,0.003,0.001
Tca08g00412.t1,0.138,5.9,0,0.113,0.049,0.001
Tca08g00413.t1,0.142,2.717,0,0.11,0.023,0.003
Tca08g00414.t1,0.137,5.645,0,0.113,0.032,0.001
Tca08g00415.t1,0.13,4.212,0,0.107,0.05,0.001
Tca08g00416.t1,0.13,5.923,0,0.108,0.069,0.001
Tca08g00417.t1,0.149,2.873,0,0.118,0.022,0.002
Tca08g00418.t1,0.143,4.127,0,0.113,0.003,0.003
Tca08g00419.t1,0.13,5.213,0,0.108,0.041,0.001
Tca08g00420.t1,0.133,4.394,0,0.11,0.105,0.001
Tca08g00422.t1,0.143,94.168,0,0.184,5.977,0.012
Tca08g00423.t1,0.231,0.68,0,0.165,0.008,0.01
Tca08g00424.t1,0.265,2.344,0,0.174,0.001,0.012
Tca08g00425.t1,0.162,0.333,0,0.124,0.004,0.004
Tca08g00426.t1,0.133,6.098,0,0.111,0.104,0.001
Tca08g00427.t1,0.277,1.504,0,0.186,0.023,0.01
Tca08g00805.t1,0.155,3.382,0,0.119,0.031,0.004
Tca08g00806.t1,0.165,2.239,0,0.124,0.006,0.007
Tca08g00807.t1,0.186,15.599,0,0.152,0.252,0.002
Tca08g00808.t1,0.184,5.416,0,0.143,0.036,0.003
Tca08g00809.t1,0.206,10.188,0,0.165,0.318,0.003
Tca08g00810.t1,0.152,5.337,0,0.128,0.017,0.002
Tca08g00812.t1,0.183,7.61,0,0.145,0.003,0.005
Tca08g00813.t1,0.153,4.23,0,0.13,0.09,0.002
Tca08g00814.t1,0.146,4.767,0,0.124,0.008,0.002
Tca08g00815.t1,0.21,57.23,0,0.206,9.085,0.003
Tca08g00816.t1,0.143,0.339,0,0.109,0.012,0.005
Tca08g00817.t1,0.315,12.951,0,0.224,0.008,0.008
Tca08g00818.t1,0.148,0.188,0,0.115,0.016,0.005
Tca08g00819.t1,0.157,10.349,0,0.131,0.141,0.002
Tca08g00820.t1,0.273,13.249,0,0.215,0.506,0.004
Tca08g00821.t1,0.151,4.797,0,0.126,0.011,0.002
Tca08g00822.t1,0.147,6.76,0,0.118,0.007,0.001
Tca08g00823.t1,0.223,1.741,0,0.149,0,0.011
Tca08g00953.t1,0.159,9.944,0,0.156,0.113,0.003
Tca08g00967.t1,0.15,3.903,0,0.124,0.152,0.002
Tca08g00977.t1,0.18,6.181,0,0.131,0.017,0.004
Tca08g00990.t1,0.151,1.455,0,0.131,0.037,0.007
Tca08g01002.t2,0.277,8.266,0,0.21,0.078,0.013
Tca08g01016.t1,0.133,3.285,0,0.107,0.004,0.002
Tca08g01028.t1,0.18,3.176,0,0.147,0.004,0.003
Tca08g01041.t1,0.148,2.254,0,0.12,0.012,0.003
Tca08g01053.t1,0.223,2.101,0,0.167,0.065,0.004
Tca08g00674.t1,0.164,5.165,0,0.136,0.076,0.002
Tca08g00675.t1,0.15,5.856,0,0.125,0.006,0.002
Tca08g00676.t1,0.174,3.909,0,0.141,0.004,0.002
Tca08g00677.t1,0.167,5.152,0,0.132,0.045,0.002
Tca08g00678.t1,0.18,11.953,0,0.156,0.047,0.003
Tca08g00679.t1,0.158,7.787,0,0.142,0.043,0.003
Tca08g00681.t1,0.154,3.53,0,0.126,0.018,0.003
Tca08g00682.t1,0.218,2.568,0,0.152,0.005,0.007
Tca08g00683.t1,0.155,15.359,0,0.133,0.123,0.002
Tca08g00684.t1,0.336,36.712,0,0.265,1.443,0.007
Tca08g00685.t1,0.215,13.947,0,0.173,0.692,0.003
Tca08g00686.t1,0.221,3.101,0,0.166,0.001,0.006
Tca08g00687.t1,0.151,5.23,0,0.128,0.08,0.003
Tca08g00688.t1,0.161,7.608,0,0.139,0.004,0.003
Tca08g00689.t1,0.367,134.413,0,0.335,6.688,0.014
Tca08g00690.t1,0.141,2.87,0,0.114,0.021,0.002
Tca08g00691.t1,0.164,8.786,0,0.148,0.077,0.004
Tca08g00692.t1,0.159,4.905,0,0.129,0.164,0.003
Tca08g01222.t1,0.191,3.982,0,0.145,0.404,0.011
Tca08g01223.t1,0.157,8.627,0,0.141,0.359,0.002
Tca08g01224.t1,0.151,4.411,0,0.126,0.003,0.003
Tca08g01225.t1,0.189,8.814,0,0.15,0.189,0.002
Tca08g01226.t1,0.166,2.453,0,0.127,0.001,0.003
Tca08g01227.t1,0.148,27.972,0,0.133,0.017,0.002
Tca08g01206.t1,0.172,1.139,0,0.141,0.018,0.003
Tca08g01207.t1,0.173,3.552,0,0.157,0.013,0.006
Tca08g01208.t1,0.22,3.952,0,0.175,0.432,0.009
Tca08g01209.t1,0.148,10.803,0,0.133,0.231,0.002
Tca08g01210.t1,0.145,12.847,0,0.132,0.349,0.002
Tca08g01211.t1,0.22,10.886,0,0.182,0.405,0.003
Tca08g01213.t1,0.187,9.613,0,0.152,0.005,0.003
Tca08g01214.t1,0.174,3.61,0,0.148,0.011,0.002
Tca08g01215.t1,0.139,7.367,0,0.118,0.098,0.002
Tca08g01216.t1,0.163,1.837,0,0.131,0.047,0.003
Tca08g01216.t2,0.149,1.329,0,0.119,0.005,0.002
Tca08g01217.t1,0.203,117.479,0,0.203,3.459,0.003
Tca08g01218.t1,0.147,6.94,0,0.122,0.164,0.002
Tca08g01219.t1,0.184,15.325,0,0.164,0.115,0.003
Tca08g01220.t1,0.198,10.146,0,0.17,0.123,0.003
Tca08g01221.t1,0.176,8.404,0,0.141,0.23,0.003
Tca08g02027.t1,0.177,11.904,0,0.149,0.072,0.003
Tca08g02028.t1,0.183,8.742,0,0.159,0.329,0.003
Tca08g02029.t1,0.182,48.195,0,0.171,0.107,0.004
Tca08g02030.t1,0.171,5.275,0,0.139,0.291,0.003
Tca08g02031.t1,0.17,15.2,0,0.155,0.467,0.005
Tca08g02032.t1,0.15,13.43,0,0.136,0.006,0.004
Tca08g02034.t1,0.164,2.19,0,0.127,0.051,0.003
Tca08g02035.t1,0.179,4.081,0,0.147,0.028,0.003
Tca08g02036.t1,0.2,4.162,0,0.153,0.213,0.004
Tca08g02037.t1,0.167,7.571,0,0.125,0.004,0.004
Tca08g02038.t1,0.201,2.946,0,0.146,0.001,0.005
Tca08g02039.t1,0.192,4.577,0,0.149,0.02,0.004
Tca08g02040.t1,0.186,4.804,0,0.143,0.083,0.004
Tca08g02041.t1,0.191,5.369,0,0.144,0.001,0.004
Tca08g02042.t1,0.183,2.371,0,0.135,0.001,0.004
Tca08g02043.t1,0.198,5.919,0,0.162,0.059,0.004
Tca08g02044.t1,0.208,3.454,0,0.163,0.128,0.003
Tca08g02045.t1,0.172,5.085,0,0.135,0.661,0.004
Tca08g01597.t1,0.259,0.873,0,0.188,0.001,0.011
Tca08g01598.t1,0.24,2.338,0,0.177,0.006,0.01
Tca08g01599.t1,0.227,1.975,0,0.17,0.011,0.007
Tca08g01600.t1,0.214,1.276,0,0.156,0.003,0.007
Tca08g01601.t1,0.218,4.978,0,0.166,0.022,0.009
Tca08g01602.t1,0.212,1.377,0,0.15,0.1,0.006
Tca08g01603.t1,0.224,2.166,0,0.164,0.021,0.009
Tca08g01605.t1,0.178,4.752,0,0.148,0.103,0.003
Tca08g01606.t1,0.223,9.247,0,0.174,0.084,0.006
Tca08g01607.t1,0.128,3.381,0,0.106,0.013,0.001
Tca08g01608.t1,0.292,6.58,0,0.204,0.223,0.016
Tca08g01609.t1,0.216,0.302,0,0.137,0.002,0.013
Tca08g01610.t1,0.161,5.015,0,0.129,0.1,0.006
Tca08g01612.t1,0.151,0.396,0,0.113,0.004,0.005
Tca08g01613.t1,0.149,0.376,0,0.112,0.003,0.005
Tca08g01614.t1,0.15,0.353,0,0.111,0.004,0.006
Tca08g01615.t1,0.167,1.841,0,0.127,0.003,0.006
Tca08g01616.t1,0.182,0.953,0,0.146,0.003,0.006
Tca08g01617.t1,0.246,1.096,0,0.183,0.017,0.009
Tca08g01619.t1,0.235,2.786,0,0.191,0.112,0.008
Tca08g01620.t1,0.205,23.185,0,0.174,0.019,0.005
Tca08g01621.t1,0.142,4.683,0,0.111,0.001,0.002
Tca08g01622.t1,0.19,1.247,0,0.119,0.005,0.011
Tca08g01623.t1,0.167,3.207,0,0.139,0.272,0.005
Tca08g01624.t1,0.16,2.513,0,0.129,0.266,0.004
Tca08g01625.t1,0.172,3.007,0,0.138,0.31,0.005
Tca08g00550.t1,0.189,3.254,0,0.145,1.164,0.008
Tca08g00551.t1,0.171,3.878,0,0.138,1.161,0.007
Tca08g00552.t1,0.156,17.697,0,0.144,1.776,0.003
Tca08g00553.t1,0.146,2.099,0,0.124,0.551,0.003
Tca08g00554.t1,0.195,29.177,0,0.169,1.162,0.011
Tca08g00555.t1,0.144,2.438,0,0.119,0.448,0.004
Tca08g00557.t1,0.138,2.746,0,0.111,0.242,0.002
Tca08g00558.t1,0.127,0.447,0,0.101,0.002,0.003
Tca08g00559.t1,0.155,2.331,0,0.128,0.031,0.002
Tca08g00560.t1,0.149,3.655,0,0.12,0.002,0.002
Tca08g00561.t1,0.154,2.913,0,0.121,0.003,0.002
Tca08g00562.t1,0.207,1.231,0,0.141,0.003,0.01
Tca08g00563.t1,0.25,11.529,0,0.173,0.007,0.023
Tca08g00564.t1,0.196,3.435,0,0.147,0.002,0.005
Tca08g00565.t1,0.181,10.086,0,0.14,0.002,0.005
Tca08g00566.t1,0.249,0.692,0,0.166,0.001,0.013
Tca08g00566.t2,0.184,1.281,0,0.139,0.001,0.005
Tca08g00567.t1,0.247,1.388,0,0.191,0.099,0.009
Tca08g00568.t1,0.242,1.264,0,0.193,0.026,0.014
Tca08g00694.t1,0.153,2.359,0,0.121,0.029,0.002
Tca08g00694.t2,0.154,2.079,0,0.12,0.029,0.002
Tca08g00695.t1,0.176,3.549,0,0.144,0.022,0.002
Tca08g00696.t1,0.169,2.223,0,0.131,0.009,0.005
Tca08g00697.t1,0.261,16.493,0,0.203,0.025,0.007
Tca08g00698.t1,0.166,2.498,0,0.128,0.007,0.005
Tca08g00699.t1,0.145,3.201,0,0.124,0.054,0.004
Tca08g00700.t1,0.158,1.748,0,0.122,0.006,0.005
Tca08g00701.t1,0.15,4.226,0,0.122,0.01,0.005
Tca08g00702.t1,0.163,19.915,0,0.136,0.139,0.006
Tca08g00703.t1,0.171,5.581,0,0.153,0.266,0.004
Tca08g00704.t1,0.16,0.405,0,0.12,0.012,0.004
Tca08g00705.t1,0.215,6.17,0,0.17,0.025,0.005
Tca08g00954.t1,0.157,6.684,0,0.145,0.039,0.004
Tca08g00955.t1,0.218,3.414,0,0.18,0.116,0.007
Tca08g00956.t1,0.143,1.768,0,0.117,0.212,0.002
Tca08g00957.t1,0.184,0.702,0,0.136,0.013,0.009
Tca08g00958.t1,0.23,76.531,0,0.209,3.55,0.005
Tca08g00959.t1,0.18,7.069,0,0.147,0.043,0.003
Tca08g00960.t1,0.303,2.334,0,0.207,0.281,0.016
Tca08g00961.t1,0.149,9.723,0,0.128,0.274,0.002
Tca08g00962.t1,0.151,9.456,0,0.127,0.185,0.002
Tca08g00963.t1,0.18,8.453,0,0.148,0.002,0.004
Tca08g00964.t1,0.142,12.02,0,0.128,0.215,0.003
Tca08g00965.t1,0.151,4.472,0,0.127,0.054,0.002
Tca08g00966.t1,0.147,3.835,0,0.12,0.194,0.002
Tca08g00968.t1,0.155,1.325,0,0.115,0.025,0.003
Tca08g00968.t2,0.163,4.765,0,0.127,0.001,0.003
Tca08g00969.t1,0.284,3.478,0,0.206,0.117,0.011
Tca08g00969.t2,0.269,3.012,0,0.187,0.024,0.011
Tca08g00970.t1,0.179,1.543,0,0.145,0.004,0.004
Tca08g00970.t2,0.186,2.548,0,0.153,0.119,0.005
Tca08g00970.t3,0.201,4.124,0,0.16,0.383,0.006
Tca08g01064.t1,0.339,13.511,0,0.238,0.454,0.009
Tca08g01065.t1,0.132,6.079,0,0.112,0.043,0.001
Tca08g01066.t1,0.172,0.153,0,0.124,0,0.005
Tca08g01067.t1,0.149,13.491,0,0.132,0.034,0.002
Tca08g01068.t1,0.269,15.586,0,0.202,0.294,0.006
Tca08g01069.t1,0.148,11.343,0,0.131,0.687,0.002
Tca08g01071.t1,0.214,0.797,0,0.152,0.005,0.007
Tca08g01072.t1,0.171,8.033,0,0.142,2.774,0.002
Tca08g01073.t1,0.25,1.282,0,0.164,0.004,0.01
Tca08g01074.t1,0.183,20.218,0,0.16,1.005,0.002
Tca08g01075.t1,0.199,6.111,0,0.157,0.067,0.003
Tca08g01076.t1,0.208,5.316,0,0.157,0.012,0.005
Tca08g01787.t1,0.223,4.141,0,0.174,0.029,0.005
Tca08g01788.t1,0.15,3.495,0,0.129,0.17,0.002
Tca08g01789.t1,0.143,12.665,0,0.13,0.002,0.002
Tca08g01790.t1,0.154,0.421,0,0.112,0.016,0.007
Tca08g01791.t1,0.142,15.261,0,0.129,0.002,0.003
Tca08g01792.t1,0.244,4.819,0,0.195,0.103,0.005
Tca08g01793.t1,0.207,4.93,0,0.165,0.571,0.003
Tca08g01794.t1,0.167,2.898,0,0.139,0.002,0.004
Tca08g01795.t1,0.182,2.509,0,0.149,0.081,0.005
Tca08g01796.t1,0.175,3.324,0,0.142,0.021,0.003
Tca08g01797.t1,0.255,22.535,0,0.215,3.171,0.004
Tca08g01798.t1,0.178,37.833,0,0.159,0.007,0.006
Tca08g01799.t1,0.183,0.304,0,0.125,0.01,0.008
Tca08g02046.t1,0.148,6.244,0,0.121,0.005,0.003
Tca08g02060.t1,0.174,11.586,0,0.147,0.605,0.002
Tca08g02072.t1,0.179,5.614,0,0.14,0.057,0.002
Tca08g02085.t1,0.193,10.886,0,0.159,0.007,0.005
Tca08g02109.t1,0.389,98.21,0,0.331,5.4,0.008
Tca08g01318.t1,0.167,5.216,0,0.135,0.051,0.003
Tca08g01319.t1,0.163,3.59,0,0.129,0.02,0.003
Tca08g01320.t1,0.185,6.025,0,0.149,0.005,0.003
Tca08g01321.t1,0.147,1.111,0,0.114,0.001,0.003
Tca08g01322.t1,0.143,4.575,0,0.124,0.023,0.002
Tca08g01323.t1,0.168,3.837,0,0.125,0.019,0.002
Tca08g01324.t1,0.153,0.895,0,0.116,0.153,0.004
Tca08g01325.t1,0.139,3.084,0,0.113,0.017,0.001
Tca08g01326.t1,0.15,6.359,0,0.128,0.033,0.002
Tca08g01327.t1,0.202,2.373,0,0.155,0.013,0.006
Tca08g01327.t2,0.194,1.821,0,0.149,0.04,0.004
Tca08g01328.t1,0.138,0.298,0,0.103,0.001,0.004
Tca08g01329.t1,0.138,8.753,0,0.126,0.004,0.004
Tca08g01330.t1,0.152,4.074,0,0.115,0.003,0.004
Tca08g02047.t1,0.2,7.878,0,0.162,0.031,0.003
Tca08g02048.t1,0.169,4.068,0,0.133,0.107,0.003
Tca08g02049.t1,0.178,4.466,0,0.15,0.176,0.004
Tca08g02050.t1,0.231,4.491,0,0.172,0.002,0.006
Tca08g02051.t1,0.128,0.95,0,0.11,0.084,0.003
Tca08g02052.t1,0.17,4.518,0,0.147,0.095,0.003
Tca08g02053.t1,0.156,5.825,0,0.126,0.019,0.002
Tca08g02054.t1,0.181,4.677,0,0.14,0.013,0.003
Tca08g02055.t1,0.205,0.607,0,0.14,0.001,0.01
Tca08g02056.t1,0.165,7.946,0,0.13,0.111,0.002
Tca08g02057.t1,0.165,2.304,0,0.134,0.006,0.004
Tca08g02058.t1,0.15,1.855,0,0.122,0.003,0.003
Tca08g02059.t1,0.15,10.295,0,0.128,0.091,0.002
Tca08g02061.t1,0.151,11.522,0,0.131,0.41,0.002
Tca08g02062.t1,0.149,14.118,0,0.128,0.126,0.002
Tca08g02063.t1,0.165,10.517,0,0.14,0.018,0.002
Tca08g02064.t1,0.153,17.537,0,0.141,0.09,0.002
Tca08g02065.t1,0.167,2.06,0,0.137,0.008,0.004
Tca08g02066.t1,0.223,10.806,0,0.183,0.181,0.003
Tca08g02067.t1,0.132,1.759,0,0.096,0.001,0.003
Tca08g02068.t1,0.203,12.324,0,0.171,0.724,0.003
Tca08g02069.t1,0.245,4.953,0,0.194,0.003,0.006
Tca08g02070.t1,0.189,24.348,0,0.166,8.694,0.003
Tca08g02071.t1,0.246,2.462,0,0.181,0.138,0.007
Tca08g02071.t2,0.296,5.189,0,0.211,0.215,0.012
Tca08g01405.t1,0.13,1.391,0,0.101,0.107,0.002
Tca08g01406.t1,0.2,5.973,0,0.155,0.007,0.004
Tca08g01407.t1,0.152,5.758,0,0.127,0.001,0.002
Tca08g01408.t1,0.159,14.931,0,0.137,0.005,0.002
Tca08g01409.t1,0.195,5.04,0,0.156,0.016,0.004
Tca08g01410.t1,0.161,6.12,0,0.146,0.05,0.004
Tca08g01411.t1,0.163,6.009,0,0.134,0.004,0.003
Tca08g01412.t1,0.195,5.262,0,0.162,0.005,0.008
Tca08g01413.t1,0.197,4.998,0,0.165,0.005,0.008
Tca08g01414.t1,0.127,1.273,0,0.101,0.08,0.002
Tca08g01415.t1,0.127,2.414,0,0.102,0.076,0.002
Tca08g01416.t1,0.128,2.397,0,0.102,0.076,0.002
Tca08g01495.t1,0.222,248.504,0,0.22,16.671,0.005
Tca08g01496.t1,0.157,6.819,0,0.125,0.001,0.002
Tca08g01497.t1,0.149,6.084,0,0.131,0.017,0.002
Tca08g01498.t1,0.149,3.321,0,0.123,0.087,0.002
Tca08g01499.t1,0.149,3.503,0,0.121,0.036,0.002
Tca08g01500.t1,0.144,4.038,0,0.122,0.05,0.002
Tca08g01228.t1,0.378,14.539,0,0.253,0.006,0.007
Tca08g01235.t1,0.16,2.024,0,0.137,0.083,0.004
Tca08g01242.t1,0.177,7.666,0,0.144,0.395,0.003
Tca08g01253.t1,0.192,2.476,0,0.153,0.064,0.009
Tca08g01266.t1,0.129,0.196,0,0.096,0,0.003
Tca08g01278.t1,0.172,6.834,0,0.144,0.083,0.002
Tca08g01291.t1,0.148,5.651,0,0.131,0.005,0.002
Tca08g01502.t1,0.152,8.634,0,0.129,0.007,0.002
Tca08g01503.t1,0.148,7.707,0,0.127,0.004,0.002
Tca08g01504.t1,0.161,1.816,0,0.128,0.049,0.004
Tca08g01505.t1,0.149,7.915,0,0.135,0.028,0.003
Tca08g01506.t1,0.208,4.603,0,0.154,0.004,0.005
Tca08g01507.t1,0.244,1.389,0,0.176,0.036,0.013
Tca08g01508.t1,0.182,1.772,0,0.136,0.033,0.007
Tca08g01509.t1,0.151,3.579,0,0.121,0.004,0.005
